	ID	Ballade	Lied	Elegie	Sonett	Natur	Poetologie	Philosphie	Liebe	Kultur	Geschichte	Politik	Religion	Top_Emotion	Polarität	Titel	Autor	Reclam_Balladen	Strophen	Verse	Anthologie	Jahr	Hrsg	Epoche	Active_learning	length	Autor_clean	Publikationsjahr_Schätzung	Publikationsjahr
322	l0010196	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Drei himmlische Schreine	Rosegger, Peter	unkown	1	5	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	13	Rosegger, Peter	1878	0
323	l0010197	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Der Goldschmied	Rosegger, Peter	unkown	2	8	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	69	Rosegger, Peter	1878	0
324	l0010198	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Arbeitergruß	Saar, Ferdinand von	unkown	1	40	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	151	Saar, Ferdinand von	1868	0
325	l0010199	unkown	unkown	unkown	unkown	no	unkown	unkown	no	unkown	unkown	unkown	unkown	unkown	unkown	Die Teppichklopferinnen	Salus, Hugo	unkown	4	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	yes	95	Salus, Hugo	1901	0
326	l0010200	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Zug des Schicksals	Salus, Hugo	unkown	3	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	65	Salus, Hugo	1901	0
327	l0010201	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Mädchenbitte	Schanz, Frida	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	31	Schanz, Frida	1894	0
328	l0010202	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Das arme Ding	Schanz, Frida	unkown	3	3	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	56	Schanz, Frida	1894	0
329	l0010203	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Mit einem Hammerschlag	Schanz, Frida	unkown	4	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	55	Schanz, Frida	1894	0
330	l0010204	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Unter Genesenen	Schanz, Frida	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	36	Schanz, Frida	1894	0
331	l0010205	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Nachtigall	Scharf, Ludwig	unkown	4	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	91	Scharf, Ludwig	1881	0
332	l0010206	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Traurige Geschichte	Schaukal, Richard	unkown	1	9	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	42	Schaukal, Richard	1909	0
333	l0010207	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die arme Braut	Schaumberg, Georg	unkown	2	8	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	72	Schaumberg, Georg	1890	0
334	l0010208	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Der Trompeter	Scheffel, Josef Victor von	unkown	3	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	57	Scheffel, Josef Victor von	1890	0
335	l0010209	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Dörpertanzweise	Scheffel, Josef Victor von	unkown	7	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	196	Scheffel, Josef Victor von	1890	0
336	l0010210	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Im Zimmer	Schlaf, Johannes	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	33	Schlaf, Johannes	1898	0
337	l0010211	unkown	unkown	unkown	unkown	no	unkown	unkown	no	unkown	unkown	unkown	unkown	unkown	unkown	Reifer Sommer	Scholz, Wilhelm von	unkown	3	6	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	yes	83	Scholz, Wilhelm von	1909	0
338	l0010212	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Vom Scheiden	Schoenaich-Carolath, Prinz Emil von [alt. Schoenaich-Carolath, Prinz Emil zu; alt. Schoenaich-Carolath, Emil; Schönaich-Carolath, Prinz Emil von]	unkown	7	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	109	Schoenaich-Carolath, Prinz Emil von	1909	0
339	l0010213	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Spielmannslied	Schoenaich-Carolath, Prinz Emil von [alt. Schoenaich-Carolath, Prinz Emil zu; alt. Schoenaich-Carolath, Emil; Schönaich-Carolath, Prinz Emil von]	unkown	4	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	85	Schoenaich-Carolath, Prinz Emil von	1909	0
340	l0010214	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Letzter Tag	Schoenaich-Carolath, Prinz Emil von [alt. Schoenaich-Carolath, Prinz Emil zu; alt. Schoenaich-Carolath, Emil; Schönaich-Carolath, Prinz Emil von]	unkown	4	6	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	119	Schoenaich-Carolath, Prinz Emil von	1909	0
341	l0010215	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Tiefblaue Veilchen	Schoenaich-Carolath, Prinz Emil von [alt. Schoenaich-Carolath, Prinz Emil zu; alt. Schoenaich-Carolath, Emil; Schönaich-Carolath, Prinz Emil von]	unkown	3	8	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	96	Schoenaich-Carolath, Prinz Emil von	1909	0
342	l0010216	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	O Deutschland!	Schoenaich-Carolath, Prinz Emil von [alt. Schoenaich-Carolath, Prinz Emil zu; alt. Schoenaich-Carolath, Emil; Schönaich-Carolath, Prinz Emil von]	unkown	10	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	154	Schoenaich-Carolath, Prinz Emil von	1909	0
343	l0010217	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Frühlingslied in der Stadt	Seidel, Heinrich	unkown	3	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	40	Seidel, Heinrich	1877	0
344	l0010218	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Wie ist das Leben bitter arm	Stern, Adolf	unkown	2	6	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	65	Stern, Adolf	1870	0
345	l0010219	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Kinder der Erde	Stern, Maurice Reinhold von [alt. Stern, Maurice-Reinhold von; Stern, Maurice von]	unkown	2	8	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	61	Stern, Maurice Reinhold von	1895	0
346	l0010220	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	An Anfrag	Stieler, Karl	unkown	6	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	121	Stieler, Karl	1877	0
347	l0010221	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Im Torweg	Stieler, Karl	unkown	4	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	75	Stieler, Karl	1877	0
348	l0010222	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Leid	Stona, Marie	unkown	3	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	46	Stona, Marie	1906	0
349	l0010223	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die Nixe	Stona, Marie	unkown	2	8	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	64	Stona, Marie	1906	0
350	l0010224	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Sommermittag	Storm, Theodor	unkown	4	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	78	Storm, Theodor	1852	0
351	l0010225	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Elisabeth	Storm, Theodor	unkown	3	5	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	56	Storm, Theodor	1852	0
352	l0010226	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Nelken	Storm, Theodor	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	42	Storm, Theodor	1852	0
353	l0010227	no	no	no	no	no	no	no	no	no	no	no	no	Freude	positiv	Oktoberlied	Storm, Theodor	unkown	6	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	105	Storm, Theodor	1852	0
354	l0010228	unkown	unkown	unkown	unkown	no	unkown	unkown	no	unkown	unkown	unkown	unkown	unkown	unkown	Abschied (1853)	Storm, Theodor	unkown	10	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	yes	259	Storm, Theodor	1852	0
355	l0010229	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Bettlerliebe	Storm, Theodor	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	45	Storm, Theodor	1852	0
356	l0010230	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Über die Heide	Storm, Theodor	unkown	3	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	48	Storm, Theodor	1852	0
357	l0010231	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die Tote	Storm, Theodor	unkown	7	5	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	170	Storm, Theodor	1852	0
358	l0010232	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Schließe mir die Augen beide	Storm, Theodor	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	36	Storm, Theodor	1852	0
359	l0010233	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Juli	Storm, Theodor	unkown	1	6	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	26	Storm, Theodor	1852	0
360	l0010234	no	yes	no	no	no	no	no	yes	no	no	no	no	Liebe	positiv	Die Nachtigall	Storm, Theodor	unkown	3	5	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	66	Storm, Theodor	1852	0
361	l0010235	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	In der Nacht	Sturm, Julius	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	32	Sturm, Julius	1851	0
362	l0010236	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die Sorge	Sudermann, Hermann	unkown	6	6	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	258	Sudermann, Hermann	1892	0
363	l0010237	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Aus dem Ei gekrochen	Sylva, Carmen	unkown	4	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	77	Sylva, Carmen	1878	0
364	l0010238	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Wenn du ein Herz gefunden	Träger, Albert	unkown	3	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	51	Träger, Albert	1865	0
365	l0010239	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Kleine Marie	Trojan, Johannes	unkown	4	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	50	Trojan, Johannes	1872	0
366	l0010240	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Hasensalat	Trojan, Johannes	unkown	4	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	59	Trojan, Johannes	1872	0
367	l0010241	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Mutter	Trojan, Johannes	unkown	5	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	75	Trojan, Johannes	1872	0
368	l0010242	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Es wird gesucht	Trojan, Johannes	unkown	2	14	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	136	Trojan, Johannes	1872	0
369	l0010243	unkown	unkown	unkown	unkown	yes	unkown	unkown	no	unkown	unkown	unkown	unkown	unkown	unkown	Selige Menschen	Vanselow, Karl	unkown	3	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	yes	70	Vanselow, Karl	1911	0
370	l0010244	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Nachtbildchen	Vierordt, Heinrich	unkown	2	8	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	52	Vierordt, Heinrich	1890	0
371	l0010245	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Zu spät	Vischer, Friedrich Theodor	unkown	1	10	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	40	Vischer, Friedrich Theodor	1842	0
372	l0010246	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Rahel von Toledo	Walling, Günther	unkown	44	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	756	Walling, Günther	1874	0
373	l0010247	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Das verlassene Mädchen	Walling, Günther	unkown	10	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	156	Walling, Günther	1874	0
374	l0010248	no	no	no	no	no	no	no	yes	no	no	no	no	Lust (sexuell)	positiv	Die Chronik	Walloth, Wilhelm	unkown	4	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	70	Walloth, Wilhelm	1889	0
375	l0010249	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Blitzzug und Leichenzug	Peschier, Eugène	unkown	2	8	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	75	Peschier, Eugène	0	0
376	l0010250	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die Passionsblume	Peschier, Eugène	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	27	Peschier, Eugène	0	0
377	l0010251	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Der Fuhrmann	Walloth, Wilhelm	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	38	Walloth, Wilhelm	1889	0
378	l0010252	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Schlaf	Walloth, Wilhelm	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	41	Walloth, Wilhelm	1889	0
379	l0010253	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Bei Rädergerassel und Pferdegetrab...	Wallpach, Arthur von	unkown	6	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	154	Wallpach, Arthur von	1901	0
380	l0010254	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Bild	Wallpach, Arthur von	unkown	3	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	49	Wallpach, Arthur von	1901	0
381	l0010255	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Sehnsucht	Wallpach, Arthur von	unkown	3	8	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	118	Wallpach, Arthur von	1901	0
382	l0010256	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Gretleins Trauer	Weber, Friedrich Wilhelm [alt. Weber, F. W.]	unkown	5	6	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	152	Weber, Friedrich Wilhelm	1848	0
383	l0010257	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Arme Seele	Weber, Friedrich Wilhelm [alt. Weber, F. W.]	unkown	4	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	88	Weber, Friedrich Wilhelm	1848	0
384	l0010258	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Ein stiller Garten	Weber, Friedrich Wilhelm [alt. Weber, F. W.]	unkown	1	8	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	34	Weber, Friedrich Wilhelm	1848	0
385	l0010259	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Im Dorfe	Weigand, Wilhelm	unkown	3	5	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	56	Weigand, Wilhelm	1897	0
386	l0010260	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Der betende Baum	Wertheimer, Paul	unkown	3	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	45	Wertheimer, Paul	1909	0
