	ID	Ballade	Lied	Elegie	Sonett	Natur	Poetologie	Philosphie	Liebe	Kultur	Geschichte	Politik	Religion	Top_Emotion	Polarität	Titel	Autor	Reclam_Balladen	Strophen	Verse	Anthologie	Jahr	Hrsg	Epoche	Active_learning	length	Autor_clean	Publikationsjahr_Schätzung	Publikationsjahr
0	l00100002	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Das gebliebene Lächeln	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	3	14	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	359	Liliencron, Detlev von	1879	0
1	l00100003	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Trennung	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	6	5	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	110	Liliencron, Detlev von	1879	0
2	l00100004	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Waldfahrt	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	7	11	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	199	Liliencron, Detlev von	1879	0
3	l00100005	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Der teutsche Dichter in Abdera	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	49	Liliencron, Detlev von	1879	0
4	l00100006	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Winterbild	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	44	Liliencron, Detlev von	1879	0
5	l00100007	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Je reviendrai	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	56	Liliencron, Detlev von	1879	0
6	l00100008	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	„Es zog eine Hochzeit den Berg entlang.“	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	46	Liliencron, Detlev von	1879	0
7	l00100009	no	no	no	no	yes	no	no	no	no	no	no	no	unkown	unkown	Sommernacht	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	43	Liliencron, Detlev von	1879	0
8	l0010001	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	In Freundschaft	Anzengruber, Ludwig	unkown	5	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	74	Anzengruber, Ludwig	1874	0
9	l00100010	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Richtet nicht, Pharisäer	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	49	Liliencron, Detlev von	1879	0
10	l00100011	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Qualvollstes Sterben	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	42	Liliencron, Detlev von	1879	0
11	l00100012	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Acherontisches Frösteln	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	51	Liliencron, Detlev von	1879	0
12	l00100013	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Vorfrühling am Waldrand	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	40	Liliencron, Detlev von	1879	0
13	l00100014	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Des Mannes Kampf	Liliencron, Detlev von [alt. Liliencron, Detlev Freiherr von; Liliencron, Detlev Frhr. von]	unkown	1	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	50	Liliencron, Detlev von	1879	0
14	l00100015	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Sonnenblumen	Falke, Gustav	unkown	4	10	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	235	Falke, Gustav	1888	0
15	l00100016	no	no	no	no	no	no	no	no	no	no	no	no	unkown	unkown	Aus dem Takt	Falke, Gustav	unkown	3	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	75	Falke, Gustav	1888	0
16	l00100017	no	yes	no	no	no	no	no	no	no	no	no	no	Wehmut	positiv	Grünes Redder	Kröger, Timm	unkown	6	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	107	Kröger, Timm	1879	0
17	l00100018	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Nicht mehr dabei!	Ompteda, Georg von [Pseud. Egestorff, G.; alt. Ompteda, Freiherr von; Ompteda, Georg Frhr. von]	unkown	1	50	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	252	Ompteda, Georg von	1898	0
18	l00100019	yes	no	no	no	no	no	no	no	no	no	no	no	Lust (nicht-sexuell)	negativ	Lili	Hartleben, Otto Erich [alt. Hartleben, O. Erich; Hartleben, Erich]	unkown	1	24	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	137	Hartleben, Otto Erich	1899	0
19	l0010002	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Liebeslied	Arent, Wilhelm	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	45	Arent, Wilhelm	1899	0
20	l00100020	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Sommersegen	Evers, Franz	unkown	2	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	68	Evers, Franz	1906	0
21	l00100021	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Parknacht	Evers, Franz	unkown	3	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	42	Evers, Franz	1906	0
22	l00100022	unkown	unkown	unkown	unkown	no	unkown	unkown	no	unkown	unkown	unkown	unkown	unkown	unkown	Todtenkammer	Evers, Franz	unkown	3	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	yes	72	Evers, Franz	1906	0
23	l00100023	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Mein Schloß	Busse, Carl [alt. Busse, Karl]	unkown	5	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	110	Busse, Carl	1907	0
24	l00100024	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die Ehebrecherin	Heilborn, E.	unkown	8	3	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	402	Heilborn, E.	1907	0
25	l00100025	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Motto	Henckell, Karl	unkown	1	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	14	Henckell, Karl	1899	0
26	l00100026	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Mirza Schaffy ist gestorben	Henckell, Karl	unkown	1	24	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	84	Henckell, Karl	1899	0
27	l00100027	no	yes	no	no	no	no	no	no	no	no	yes	no	Ausgeglichenheit	positiv	Ist’s genug?	Henckell, Karl	unkown	3	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	89	Henckell, Karl	1899	0
28	l00100028	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Moderne Barbaren	Henckell, Karl	unkown	4	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	127	Henckell, Karl	1899	0
29	l00100029	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Kämpfe	Henckell, Karl	unkown	5	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	152	Henckell, Karl	1899	0
30	l0010003	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Vergißmeinnicht	Arent, Wilhelm	unkown	1	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	17	Arent, Wilhelm	1899	0
31	l00100030	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Müßiggang	Henckell, Karl	unkown	3	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	50	Henckell, Karl	1899	0
32	l00100031	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Rosentage	Henckell, Karl	unkown	12	3	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	126	Henckell, Karl	1899	0
33	l00100032	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Du	Holz, Arno	unkown	18	1	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	153	Holz, Arno	1898	0
34	l00100033	no	no	no	no	no	no	no	no	no	no	no	no	Traurigkeit	negativ	Herbst	Holz, Arno	unkown	5	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	19	Holz, Arno	1898	0
35	l00100034	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Schmerz	Holz, Arno	unkown	6	2	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	42	Holz, Arno	1898	0
36	l00100035	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Erinnerung	Holz, Arno	unkown	8	2	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	130	Holz, Arno	1898	0
37	l00100036	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Alter Garten	Holz, Arno	unkown	8	2	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	117	Holz, Arno	1898	0
38	l00100037	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Marine	Holz, Arno	unkown	11	3	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	57	Holz, Arno	1898	0
39	l00100038	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Lied	Holz, Arno	unkown	3	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	44	Holz, Arno	1898	0
40	l00100039	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Aus der Herrgottsperspective	Bierbaum, Otto Julius	unkown	31	10	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	1113	Bierbaum, Otto Julius	1900	0
41	l0010004	unkown	unkown	unkown	unkown	no	unkown	unkown	no	unkown	unkown	unkown	unkown	unkown	unkown	Der Junge	Avenarius, Ferdinand [alt. Avernarius, Ferdinand; Avernius, Ferdinand]	unkown	1	22	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	yes	119	Avenarius, Ferdinand	1891	0
42	l00100040	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Eiland des Todes	Scharf, Ludwig	unkown	6	9	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	42	Scharf, Ludwig	1881	0
43	l00100041	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Traumbild	Scharf, Ludwig	unkown	20	2	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	207	Scharf, Ludwig	1881	0
44	l00100042	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Todten-Vogel	Scharf, Ludwig	unkown	8	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	110	Scharf, Ludwig	1881	0
45	l00100043	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Schwindsucht	Scharf, Ludwig	unkown	1	15	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	82	Scharf, Ludwig	1881	0
46	l00100044	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Liebes-Erklärung	Scharf, Ludwig	unkown	5	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	137	Scharf, Ludwig	1881	0
47	l00100045	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Adam — Don Juan	Scharf, Ludwig	unkown	20	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	288	Scharf, Ludwig	1881	0
48	l00100046	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	„Heil’ge Drei König“	Panizza, Oskar	unkown	11	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	232	Panizza, Oskar	1888	0
49	l00100047	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die andere Welt	Scheerbart, Paul	unkown	4	1	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	68	Scheerbart, Paul	1898	0
50	l00100048	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Waldidyll	Hoffmann, Max	unkown	2	13	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	174	Hoffmann, Max	1893	0
51	l00100049	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Das letzte Weib	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	unkown	6	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	137	Jacobowski, Ludwig	1903	0
52	l0010005	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Neid	Barsch, Paul	unkown	3	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	46	Barsch, Paul	1895	0
53	l00100050	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Im Kurgarten	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	unkown	4	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	77	Jacobowski, Ludwig	1903	0
54	l00100051	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Faules Blatt	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	unkown	3	10	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	56	Jacobowski, Ludwig	1903	0
55	l00100052	no	yes	no	no	yes	no	no	no	no	no	no	no	Sehnsucht	positiv	Mondaufgang auf dem Lido	Held, Franz	unkown	3	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	56	Held, Franz	1897	0
56	l00100053	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Zarenmahl	Grazie, Marie Eugenie delle [alt. Grazie, M. E. delle; Grazie, M. Eug. delle; Grazie, Maria Eugenie delle]	unkown	10	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	498	Grazie, Marie Eugenie delle	1899	0
57	l00100054	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Dies irae!	Schaumberg, Georg	unkown	3	22	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	226	Schaumberg, Georg	1890	0
58	l00100055	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Nächtlich durch meine Träume...	Schaumberg, Georg	unkown	4	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	50	Schaumberg, Georg	1890	0
59	l00100056	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Der letzte Tag	Mackay, John Henry	unkown	18	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	266	Mackay, John Henry	1899	0
60	l00100057	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Rahel	Arent, Wilhelm [alt. Arendt, Wilhelm]	unkown	1	21	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	59	Arent, Wilhelm	1899	0
61	l00100058	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Bastard	Dehmel, Richard	unkown	6	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	244	Dehmel, Richard	1898	0
62	l00100059	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Die zweite Nacht	Dehmel, Richard	unkown	4	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	100	Dehmel, Richard	1898	0
63	l0010006	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Mai	Barsch, Paul	unkown	2	4	Neue Lieder der besten neueren Dichter für's Volk. Zusammengestellt v. Dr. L. Jacobowski. Berlin 1899.	1899	Jacobowski, Ludwig [alt. Jakobowsky, Ludwig]	Moderne	no	30	Barsch, Paul	1895	0
64	l00100060	unkown	unkown	unkown	unkown	no	unkown	unkown	no	unkown	unkown	unkown	unkown	unkown	unkown	Büßende Liebe	Dehmel, Richard	unkown	6	5	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	yes	127	Dehmel, Richard	1898	0
65	l00100061	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Neue Liebe	Dehmel, Richard	unkown	3	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	56	Dehmel, Richard	1898	0
66	l00100062	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Es war einmal	Dehmel, Richard	unkown	5	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	134	Dehmel, Richard	1898	0
67	l00100063	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Bann	Dehmel, Richard	unkown	4	5	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	107	Dehmel, Richard	1898	0
68	l00100064	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Nicht doch!	Dehmel, Richard	unkown	3	8	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	89	Dehmel, Richard	1898	0
69	l00100065	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Wiegenlied für meinen Jungen	Dehmel, Richard	unkown	5	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	126	Dehmel, Richard	1898	0
70	l00100066	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Über den Sümpfen	Dehmel, Richard	unkown	2	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	45	Dehmel, Richard	1898	0
71	l00100067	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Nur	Dehmel, Richard	unkown	2	4	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	36	Dehmel, Richard	1898	0
72	l00100068	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	unkown	Lebe wohl!	Dehmel, Richard	unkown	1	6	Moderner Musen-Almanach auf das Jahr 1893, hrsg. von Otto Julius Bierbaum. München 1893.	1893	Bierbaum, Otto Julius	Moderne	no	24	Dehmel, Richard	1898	0
